Questions,Queries
What type of media is Westfront 1918?,"db.movies.find({ ""title"": ""Westfront 1918"" }, { ""type"": 1})"
the movie Cavalcade starred who?,"db.movies.find({""title"": ""Cavalcade""}, {""cast"": 1})"
what is Scarface description?,"db.movies.find({""title"": ""Scarface""}, {""plot"": 1})"
How many award nominations did the movie receive The 3 Penny Opera ?,"db.movies.find({ ""title"": ""The 3 Penny Opera"" },{ ""awards.nominations"": 1 })"
What is the box office revenue of the movie Storm Over Asia in dollars?,"db.movies.find({""title"": ""Storm Over Asia""}, {""tomatoes.boxOffice"": 1})"
who is the director for The Fall of the House of Usher?,"db.movies.find({""title"": ""The Fall of the House of Usher""}, {""directors"": 1})"
What is the production company behind the movie 7th Heaven ?,"db.movies.find({""title"": ""7th Heaven""}, {""tomatoes.production"": 1})"
what year was the movie The Hunchback of Notre Dame released?,"db.movies.find({""title"": ""The Hunchback of Notre Dame""}, {""year"": 1})"
How many wins did the movie The Four Horsemen of the Apocalypse receive?,"db.movies.find({""title"":""The Four Horsemen of the Apocalypse""}, {""awards.wins"":1})"
"the movie The Divorcee, was written by who?","db.movies.find({""title"": ""The Divorcee""}, {""writers"": 1})"
What is the MPAA rating of the film Lonesome?,"db.movies.find({""title"":""Lonesome""}, {""rated"":1})"
What is the freshness score of the movie The Crowd on Rotten Tomatoes?,"db.movies.find({""title"": ""The Crowd""}, {""tomatoes.fresh"": 1})"
who is the writer of The Jazz Singer?,"db.movies.find({""title"": ""The Jazz Singer""}, {""writers"": 1})"
who is the author of Mayerling?,"db.movies.find({""title"": ""Mayerling""}, {""writers"": 1})"
What is the running time of the film Intolerance: Love's Struggle Throughout the Ages?,"db.movies.find({""title"":""Intolerance: Love's Struggle Throughout the Ages""}, {""runtime"":1})"
how many awards did Broadway Melody of 1936 win?,"db.movies.find({""title"":""Broadway Melody of 1936""}, {""awards.wins"":1})"
Was the movie The Prisoner of Zenda well received by audiences and critics?,"db.movies.find({""title"":""The Prisoner of Zenda""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
Who is the lead actor of the movie Come and Get It ?,"db.movies.find({""title"": ""Come and Get It""}, {""cast"":{""$slice"": 1},""title"":1})"
What are the names of all the actors who starred in the movie 'The Broadway Melody'?,"db.movies.find({""title"": ""The Broadway Melody""}, {""cast"": 1})"
What was the release date for the movie The Docks of New York?,"db.movies.find({""title"":""The Docks of New York""}, {""released"":1})"
What is the critical reception of the movie Top Hat?,"db.movies.find({""title"":""Top Hat""}, {""tomatoes.critic"":1})"
who was Beau Geste directed by?,"db.movies.find({""title"": ""Beau Geste""}, {""directors"": 1})"
how many awards did the film Ruggles of Red Gap win?,"db.movies.find({""title"":""Ruggles of Red Gap""}, {""awards.wins"":1})"
who is the director for Death Takes a Holiday?,"db.movies.find({""title"": ""Death Takes a Holiday""}, {""directors"": 1})"
What is the full plot summary of the movie Safety Last! ?,"db.movies.find({""title"": ""Safety Last!""}, {""plot"": 1})"
When was the movie Top Hat released in theaters?,"db.movies.find({""title"": ""Top Hat""}, {""released"": 1})"
What type of media is Lost Horizon?,"db.movies.find({ ""title"": ""Lost Horizon"" }, { ""type"": 1})"
Can you provide more information about the Rotten Tomatoes rating for the movie Tol'able David?,"db.movies.find({""title"": ""Tol'able David""}, { ""tomatoes.critic"": 1, ""tomatoes.viewer"": 1, ""tomatoes.consensus"": 1 })"
who wrote The World Moves On?,"db.movies.find({""title"": ""The World Moves On""}, {""writers"": 1})"
How many films did Akira Kurosawa direct in each year they were released?,"db.movies.aggregate([{ $match: { ""directors"": ""Akira Kurosawa"" }},{""$group"": { ""_id"": ""$year"", ""count"": {""$sum"": 1}}}])"
What is the Metacritic score of the movie Gold Diggers of 1935 ?,"db.movies.find({ ""title"": ""Gold Diggers of 1935"" }, { ""metacritic"": 1})"
what are the genres directed by Joel Coen?,"db.movies.distinct(""genres"", { ""directors"": ""Joel Coen"" })"
What is the Tomatometer score of the movie The Hunchback of Notre Dame ?,"db.movies.find({ ""title"": ""The Hunchback of Notre Dame"" },{ ""tomatoes.critic.meter"": 1 })"
In what year was the movie He Who Gets Slapped released?,"db.movies.find({""title"":""He Who Gets Slapped""}, {""year"":1})"
How long is the runtime of the movie Pèpè le Moko ?,"db.movies.find({""title"":""Pèpè le Moko""}, {""runtime"":1})"
how many awards did the movie The Man Who Could Work Miracles win?,"db.movies.find({""title"":""The Man Who Could Work Miracles""}, {""awards.wins"":1})"
what sort of film is Miss Lulu Bett?,"db.movies.find({""title"": ""Miss Lulu Bett""}, {""genres"": 1})"
what type of film is One Hundred Men and a Girl?,"db.movies.find({""title"": ""One Hundred Men and a Girl""}, {""genres"": 1})"
what was the genre of Secret Agent?,"db.movies.find({""title"": ""Secret Agent""}, {""genres"": 1})"
what is the movie Flesh and the Devil description ?,"db.movies.find({""title"": ""Flesh and the Devil""}, {""plot"": 1})"
Can you provide me with a list of movies directed by Tim Burton that were released in the 1990s?,"db.movies.find({""directors"": 'Tim Burton', ""year"": {""$gte"": 1990, ""$lt"": 2000}})"
What are the countries associated with the movie Snow White and the Seven Dwarfs ?,"db.movies.find({""title"": ""Snow White and the Seven Dwarfs""}, {""countries"": 1})"
What is the IMDb rating for Where Are My Children??,"db.movies.find({""title"": ""Where Are My Children?""}, {""imdb.rating"": 1})"
what was the release date of the movie The Hunchback of Notre Dame?,"db.movies.find({""title"": ""The Hunchback of Notre Dame""}, {""released"": 1})"
How many viewer reviews did the movie Three Smart Girls receive on Rotten Tomatoes?,"db.movies.find({""title"":""Three Smart Girls""}, {""tomatoes.viewer.numReviews"":1})"
What is the Metacritic score of the movie Baby Face ?,"db.movies.find({ ""title"": ""Baby Face"" }, { ""metacritic"": 1})"
which company produced Show People?,"db.movies.find({""title"":""Show People""}, {""tomatoes.production"":1})"
The Garden of Allah is a movie written by this person?,"db.movies.find({""title"": ""The Garden of Allah""}, {""writers"": 1})"
what genre of film is Napoleon?,"db.movies.find({""title"": ""Napoleon""}, {""genres"": 1})"
What movie directed by Roman Polanski has the longest duration?,"db.movies.find({""directors"":""Roman Polanski""}, {""title"": 1, ""runtime"": 1}).sort({""runtime"": -1}).limit(1)"
What is the MPAA rating of The Lower Depths?,"db.movies.find({""title"":""The Lower Depths""}, {""rated"":1})"
who directed the film The New Gulliver?,"db.movies.find({""title"": ""The New Gulliver""}, {""directors"": 1})"
who wrote the movie The Power and the Glory?,"db.movies.find({""title"": ""The Power and the Glory""}, {""writers"": 1})"
who is the author of Anthony Adverse?,"db.movies.find({""title"": ""Anthony Adverse""}, {""writers"": 1})"
what is the movie Show Boat imdb rating?,"db.movies.find({""title"": ""Show Boat""}, {""imdb.rating"": 1})"
what genre of film is It Happened One Night?,"db.movies.find({""title"": ""It Happened One Night""}, {""genres"": 1})"
What are the genres this movie A Corner in Wheat belongs to?,"db.movies.find({""title"":""A Corner in Wheat""}, {""genres"":1})"
the film Traffic in Souls was directed by who?,"db.movies.find({""title"": ""Traffic in Souls""}, {""directors"": 1})"
What is the rating of the movie Black Legion on IMDb?,"db.movies.find({""title"":""Black Legion""}, {""imdb.rating"":1})"
Who is the lead actress of the movie The Great Ziegfeld ?,"db.movies.find({""title"": ""The Great Ziegfeld""}, {""cast"":{""$slice"": 1},""title"":1})"
what is the plot for Now or Never?,"db.movies.find({""title"": ""Now or Never""}, {""plot"": 1})"
who stars in Safety Last!?,"db.movies.find({""title"": ""Safety Last!""}, {""cast"": 1})"
"How long, in total, are all the movies that Michelangelo Antonioni has directed?","db.movies.aggregate([{ ""$match"": { ""directors"": ""Michelangelo Antonioni"" } }, { ""$group"": { ""_id"": null, ""totalRuntime"": { $sum: ""$runtime"" } } }])"
what was the release year of the film Top Hat?,"db.movies.find({""title"": ""Top Hat""}, {""year"": 1})"
the film The Docks of New York starred who?,"db.movies.find({""title"": ""The Docks of New York""}, {""cast"": 1})"
what was the genre of the film Popeye the Sailor Meets Sindbad the Sailor?,"db.movies.find({""title"": ""Popeye the Sailor Meets Sindbad the Sailor""}, {""genres"": 1})"
How did the audience and critics receive the movie King Solomon's Mines?,"db.movies.find({""title"":""King Solomon's Mines""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
Who are the writers of the movie The Black Cat ?,"db.movies.find({""title"": ""The Black Cat""}, { ""writers"": 1})"
What is the freshness score of the movie Night Must Fall on Rotten Tomatoes?,"db.movies.find({""title"": ""Night Must Fall""}, {""tomatoes.fresh"": 1})"
What is the text representation of the awards won and nominations received by the movie The Champ?,"db.movies.find({""title"": ""The Champ""}, { ""awards.text"": 1})"
Who are the main actors/actresses in the movie The Land Beyond the Sunset?,"db.movies.find({""title"":""The Land Beyond the Sunset""}, {""cast"":1})"
the film The Broadway Melody was directed by who?,"db.movies.find({""title"": ""The Broadway Melody""}, {""directors"": 1})"
what is The Last Command imdb rating?,"db.movies.find({""title"": ""The Last Command""}, {""imdb.rating"": 1})"
what year was the movie White Shadows released?,"db.movies.find({""title"": ""White Shadows""}, {""year"": 1})"
who is the director for King Solomon's Mines?,"db.movies.find({""title"": ""King Solomon's Mines""}, {""directors"": 1})"
What is the MPAA rating of the movie Wild Oranges?,"db.movies.find({""title"":""Wild Oranges""}, {""rated"":1})"
who is the writer of Trouble in Paradise?,"db.movies.find({""title"": ""Trouble in Paradise""}, {""writers"": 1})"
who was the movie The Kid written by?,"db.movies.find({""title"": ""The Kid""}, {""writers"": 1})"
Who holds the record for the most appearances in movies directed by Michelangelo Antonioni?,"db.movies.aggregate([ { ""$match"": { ""directors"": ""Michelangelo Antonioni"" } }, { ""$unwind"": ""$cast"" }, { ""$group"": { ""_id"": ""$cast"", ""count"": { ""$sum"": 1 } } }, { ""$sort"": { ""count"": -1 } }, { ""$limit"": 1 }])"
Who is the actor that appears the most in movies directed by Francis Ford Coppola?,"db.movies.aggregate([ { ""$match"": { ""directors"": ""Francis Ford Coppola"" } }, { ""$unwind"": ""$cast"" }, { ""$group"": { ""_id"": ""$cast"", ""count"": { ""$sum"": 1 } } }, { ""$sort"": { ""count"": -1 } }, { ""$limit"": 1 }])"
who starred in the film Now or Never?,"db.movies.find({""title"": ""Now or Never""}, {""cast"": 1})"
What is the movie Cleopatra about? Can you provide a brief summary?,"db.movies.find({""title"":""Cleopatra""}, {""plot"":1})"
what is the plot for the film The Hunchback of Notre Dame?,"db.movies.find({""title"": ""The Hunchback of Notre Dame""}, {""plot"": 1})"
What is the text representation of the awards won and nominations received by the movie The Birth of a Nation?,"db.movies.find({""title"": ""The Birth of a Nation""}, { ""awards.text"": 1})"
What is the runtime of the movie From Hand to Mouth ?,"db.movies.find({""title"": ""From Hand to Mouth""}, { ""runtime"": 1})"
Which of Stanley Kubrick's directed films has the briefest duration?,"db.movies.find({""directors"":""Stanley Kubrick""}, {""title"": 1, ""runtime"": 1}).sort({""runtime"": 1}).limit(1)"
When was the Tomatometer score and other Tomato-related information last updated for the movie A Star Is Born?,"db.movies.find({""title"": ""A Star Is Born""}, { ""tomatoes.lastUpdated"": 1})"
Under the Roofs of Paris is written by this person?,"db.movies.find({""title"": ""Under the Roofs of Paris""}, {""writers"": 1})"
What is Claude Chabrol's highest-rated movie on Rotten Tomatoes?,"db.movies.find({""directors"": ""Claude Chabrol"", ""tomatoes.critic.rating"": {""$exists"": true}}, {""title"": 1, ""_id"": 0}).sort({""tomatoes.critic.rating"": -1}).limit(1)"
which person wrote the film The Blue Light?,"db.movies.find({""title"": ""The Blue Light""}, {""writers"": 1})"
What is the meter score of the movie She according to viewers on Rotten Tomatoes?,"db.movies.find({""title"": ""She""}, {""tomatoes.viewer.meter"": 1})"
How many audience reviews have been submitted for the movie The Strong Man ?,"db.movies.find({ ""title"": ""The Strong Man"" },{ ""tomatoes.viewer.numReviews"": 1 })"
the film The Strong Man starred which actors?,"db.movies.find({""title"": ""The Strong Man""}, {""cast"": 1})"
who is listed as director for Ben-Hur: A Tale of the Christ?,"db.movies.find({""title"": ""Ben-Hur: A Tale of the Christ""}, {""directors"": 1})"
which company produced the movie Hallelujah?,"db.movies.find({""title"":""Hallelujah""}, {""tomatoes.production"":1})"
who are the actors in The Prisoner of Zenda?,"db.movies.find({""title"": ""The Prisoner of Zenda""}, {""cast"": 1})"
how many awards did the movie Red Dust win?,"db.movies.find({""title"":""Red Dust""}, {""awards.wins"":1})"
How did the audience and critics receive the film Queen Kelly?,"db.movies.find({""title"":""Queen Kelly""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
who is the writer of the film Nosferatu?,"db.movies.find({""title"": ""Nosferatu""}, {""writers"": 1})"
Was the movie David Copperfield well received by audiences and critics?,"db.movies.find({""title"":""David Copperfield""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
which person wrote the movie Ben-Hur: A Tale of the Christ?,"db.movies.find({""title"": ""Ben-Hur: A Tale of the Christ""}, {""writers"": 1})"
who are the actors in the movie Sisters of the Gion?,"db.movies.find({""title"": ""Sisters of the Gion""}, {""cast"": 1})"
What is the critical reception of the movie Men Without Women?,"db.movies.find({""title"":""Men Without Women""}, {""tomatoes.critic"":1})"
what sort of film is The Hurricane?,"db.movies.find({""title"": ""The Hurricane""}, {""genres"": 1})"
What is the running time of the movie Top Hat?,"db.movies.find({""title"":""Top Hat""}, {""runtime"":1})"
what is Bride of Frankenstein imdb rating?,"db.movies.find({""title"": ""Bride of Frankenstein""}, {""imdb.rating"": 1})"
What is the box office revenue for the movie 'Lloyd's of London'?,"db.movies.find({""title"": ""Lloyd's of London""}, {""tomatoes.boxOffice"": 1})"
