Questions,Queries
who acted in the movie Greed?,"db.movies.find({""title"": ""Greed""}, {""cast"": 1})"
who directed The Wind?,"db.movies.find({""title"": ""The Wind""}, {""directors"": 1})"
What is the ID of the movie The Band Concert on IMDB?,"db.movies.find({""title"": ""The Band Concert""}, {""imdb.id"": 1})"
what is the film The Wedding Night about?,"db.movies.find({""title"": ""The Wedding Night""}, {""plot"": 1})"
What is the freshness score of the movie Tol'able David on Rotten Tomatoes?,"db.movies.find({""title"": ""Tol'able David""}, {""tomatoes.fresh"": 1})"
In what year was the movie The Story of a Cheat released ?,"db.movies.find({ ""title"": ""The Story of a Cheat"" }, { ""year"": 1})"
Can you provide more information about the languages spoken in the movie The Lower Depths ?,"db.movies.find({""title"":""The Lower Depths""}, {""languages"":1})"
who are the actors in the film Topaze?,"db.movies.find({""title"": ""Topaze""}, {""cast"": 1})"
who is the writer of the movie The Public Enemy?,"db.movies.find({""title"": ""The Public Enemy""}, {""writers"": 1})"
Which cinematic productions were directed by Satyajit Ray?,"db.movies.find({""directors"": ""Satyajit Ray""},{""title"":1})"
what year was the movie A Farewell to Arms released?,"db.movies.find({""title"": ""A Farewell to Arms""}, {""year"": 1})"
How many audience reviews have been submitted for the movie Broken Blossoms or The Yellow Man and the Girl?,"db.movies.find({ ""title"": ""Broken Blossoms or The Yellow Man and the Girl"" }, { ""tomatoes.viewer.numReviews"": 1 })"
In what year was the movie Regeneration released?,"db.movies.find({""title"":""Regeneration""}, {""year"":1})"
who is the director for The Private Life of Don Juan?,"db.movies.find({""title"": ""The Private Life of Don Juan""}, {""directors"": 1})"
what genre is Peter Pan?,"db.movies.find({""title"": ""Peter Pan""}, {""genres"": 1})"
What type of media is Applause?,"db.movies.find({ ""title"": ""Applause"" }, { ""type"": 1})"
the movie Battling Butler was directed by who?,"db.movies.find({""title"": ""Battling Butler""}, {""directors"": 1})"
How many viewer reviews did the movie The Band Concert receive on Rotten Tomatoes?,"db.movies.find({""title"":""The Band Concert""}, {""tomatoes.viewer.numReviews"":1})"
who produced Steamboat Willie?,"db.movies.find({""title"":""Steamboat Willie""}, {""tomatoes.production"":1})"
What are the genres this movie The Broadway Melody belongs to?,"db.movies.find({""title"":""The Broadway Melody""}, {""genres"":1})"
Was the movie The Garden of Allah well received by audiences and critics?,"db.movies.find({""title"":""The Garden of Allah""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
who wrote the screenplay for the movie A Farewell to Arms?,"db.movies.aggregate([ { ""$match"": { ""title"":""A Farewell to Arms""} }, { ""$project"": { ""_id"": 0, ""writers"": {""$filter"": { ""input"": ""$writers"", ""as"": ""writer"", ""cond"": { ""$regexMatch"": { ""input"": ""$$writer"", ""regex"": ""screenplay"", ""options"":""i"" } } } } } }])"
who is listed as director for The Freshman?,"db.movies.find({""title"": ""The Freshman""}, {""directors"": 1})"
how many awards did the film Lenin in October win?,"db.movies.find({""title"":""Lenin in October""}, {""awards.wins"":1})"
what is the plot for A Farewell to Arms?,"db.movies.find({""title"": ""A Farewell to Arms""}, {""plot"": 1})"
the movie Salomè starred who?,"db.movies.find({""title"": ""Salomè""}, {""cast"": 1})"
Who are the actors that appear in the movie The Trail of the Lonesome Pine ?,"db.movies.find({ ""title"": ""The Trail of the Lonesome Pine"" },{ ""cast"": 1 })"
who is the writer of the movie Tarzan the Ape Man?,"db.movies.find({""title"": ""Tarzan the Ape Man""}, {""writers"": 1})"
What is the highest-ranking Andrei Tarkovsky-directed film on Rotten Tomatoes?,"db.movies.find({""directors"": ""Andrei Tarkovsky"", ""tomatoes.critic.rating"": {""$exists"": true}}, {""title"": 1, ""_id"": 0}).sort({""tomatoes.critic.rating"": -1}).limit(1)"
Who is the lead actor of the movie The Gay Divorcee ?,"db.movies.find({""title"": ""The Gay Divorcee""}, {""cast"":{""$slice"": 1},""title"":1})"
What is the box office revenue for the movie 'The Gilded Lily'?,"db.movies.find({""title"": ""The Gilded Lily""}, {""tomatoes.boxOffice"": 1})"
What is the production company behind the movie x?,"db.movies.find({""title"": ""The Phantom of the Opera""}, { ""tomatoes.production"": 1})"
"the film The Guardsman,  was written by who?","db.movies.find({""title"": ""The Guardsman""}, {""writers"": 1})"
Who are the actors in the movie The Kid?,"db.movies.find({""title"":""The Kid""}, {""cast"":1})"
What is the production company behind the movie x?,"db.movies.find({""title"": ""Man with a Movie Camera""}, { ""tomatoes.production"": 1})"
What is the running time of the movie The Ghost Goes West?,"db.movies.find({""title"":""The Ghost Goes West""}, {""runtime"":1})"
"David Golder, was written by who?","db.movies.find({""title"": ""David Golder""}, {""writers"": 1})"
what sort of movie is Roberta?,"db.movies.find({""title"": ""Roberta""}, {""genres"": 1})"
What are the names of the films that were directed by Quentin Tarantino and released in the 1990s?,"db.movies.find({""directors"": 'Quentin Tarantino', ""year"": {""$gte"": 1990, ""$lt"": 2000}})"
who produced the film The Song of Night?,"db.movies.find({""title"":""The Song of Night""}, {""tomatoes.production"":1})"
the movie Wings was directed by who?,"db.movies.find({""title"": ""Wings""}, {""directors"": 1})"
What is the IMDb rating for the movie The Circus?,"db.movies.find({""title"": ""The Circus""}, {""imdb.rating"": 1})"
what type of film is Now or Never?,"db.movies.find({""title"": ""Now or Never""}, {""genres"": 1})"
what is the movie Sherlock Jr. about in details?,"db.movies.find({""title"": ""Sherlock Jr.""}, {""fullplot"": 1})"
What is the IMDb rating for the movie The Devil to Pay! ?,"db.movies.find({""title"":""The Devil to Pay!""}, {""imdb.rating"":1})"
what is the plot for the film Nosferatu?,"db.movies.find({""title"": ""Nosferatu""}, {""plot"": 1})"
who's the director of Disraeli?,"db.movies.find({""title"": ""Disraeli""}, {""directors"": 1})"
what genre is Come and Get It?,"db.movies.find({""title"": ""Come and Get It""}, {""genres"": 1})"
"Has the film Anna Karenina won any awards? If so, which ones?","db.movies.find({""title"":""Anna Karenina"",""awards.wins"": {""$gt"": 0}}, {""awards.text"": 1})"
In which genre do the movies directed by Wes Anderson mainly fall under?,"db.movies.aggregate([ { ""$match"": { ""directors"": ""Wes Anderson"" } }, { ""$unwind"": ""$genres"" }, { ""$group"": { ""_id"": ""$genres"", ""count"": { ""$sum"": 1 } } }, { ""$sort"": { ""count"": -1 } }, { ""$limit"": 1 }])"
In what year was the movie The Last Command released?,"db.movies.find({""title"":""The Last Command""}, {""year"":1})"
The Prisoner of Shark Island was directed by who?,"db.movies.find({""title"": ""The Prisoner of Shark Island""}, {""directors"": 1})"
what is Maria Chapdelaine about?,"db.movies.find({""title"": ""Maria Chapdelaine""}, {""plot"": 1})"
What are the countries associated with the movie Wife! Be Like a Rose! ?,"db.movies.find({""title"": ""Wife! Be Like a Rose!""}, {""countries"": 1})"
who was the writer of the film M?,"db.movies.find({""title"": ""M""}, {""writers"": 1})"
What is the title of the movie with the longest duration that Jacques Rivette directed?,"db.movies.find({""directors"":""Jacques Rivette""}, {""title"": 1, ""runtime"": 1}).sort({""runtime"": -1}).limit(1)"
who was the writer of the film The Awful Truth?,"db.movies.find({""title"": ""The Awful Truth""}, {""writers"": 1})"
who stars in the film Roberta?,"db.movies.find({""title"": ""Roberta""}, {""cast"": 1})"
who is listed as director for Applause?,"db.movies.find({""title"": ""Applause""}, {""directors"": 1})"
which person directed Zoo in Budapest?,"db.movies.find({""title"": ""Zoo in Budapest""}, {""directors"": 1})"
who acted in the film The Edge of the World?,"db.movies.find({""title"": ""The Edge of the World""}, {""cast"": 1})"
What is the percentage of positive reviews among critics for the movie Kid Galahad ?,"db.movies.find({ ""title"": ""Kid Galahad"" },{ ""tomatoes.critic.meter"": 1 })"
What is the viewer rating for the movie Steamboat Willie on Rotten Tomatoes?,"db.movies.find({""title"":""Steamboat Willie""}, {""tomatoes.viewer.rating"":1})"
what genre is Robin Hood?,"db.movies.find({""title"": ""Robin Hood""}, {""genres"": 1})"
Who are the starring actors/actresses in the movie Blacksmith Scene?,"db.movies.find({""title"":""Blacksmith Scene""}, {""cast"":1})"
What is the IMDb rating for the movie Curly Top?,"db.movies.find({""title"": ""Curly Top""}, {""imdb.rating"": 1})"
who are the actors in College?,"db.movies.find({""title"": ""College""}, {""cast"": 1})"
"the movie Stage Door, was written by who?","db.movies.find({""title"": ""Stage Door""}, {""writers"": 1})"
what genre of movie is I Am a Fugitive from a Chain Gang?,"db.movies.find({""title"": ""I Am a Fugitive from a Chain Gang""}, {""genres"": 1})"
what was the release year of Four Sons?,"db.movies.find({""title"": ""Four Sons""}, {""year"": 1})"
What is the IMDB rating of the movie The Black Cat ?,"db.movies.find({""title"": ""The Black Cat""}, { ""imdb.rating"": 1})"
What is the box office revenue of the movie Wife! Be Like a Rose! ?,"db.movies.find({""title"": ""Wife! Be Like a Rose!""}, { ""tomatoes.boxOffice"": 1})"
What is the production company behind the movie x?,"db.movies.find({""title"": ""The Unknown""}, { ""tomatoes.production"": 1})"
What is the MPAA rating of the film è Nous la Libertè?,"db.movies.find({""title"":""è Nous la Libertè""}, {""rated"":1})"
what type of movie is She?,"db.movies.find({""title"": ""She""}, {""genres"": 1})"
the movie Now or Never starred who?,"db.movies.find({""title"": ""Now or Never""}, {""cast"": 1})"
who wrote The Gilded Lily?,"db.movies.find({""title"": ""The Gilded Lily""}, {""writers"": 1})"
who is the author of Sons of the Desert?,"db.movies.find({""title"": ""Sons of the Desert""}, {""writers"": 1})"
who stars in the movie Comradeship?,"db.movies.find({""title"": ""Comradeship""}, {""cast"": 1})"
What is the production company of The Phantom of the Opera?,"db.movies.find({""title"":""The Phantom of the Opera""}, {""tomatoes.production"":1})"
What is the box office revenue of the movie She Done Him Wrong ?,"db.movies.find({""title"": ""She Done Him Wrong""}, { ""tomatoes.boxOffice"": 1})"
who stars in the film Robin Hood?,"db.movies.find({""title"": ""Robin Hood""}, {""cast"": 1})"
When was the movie The Prisoner of Shark Island released in theaters?,"db.movies.find({""title"": ""The Prisoner of Shark Island""}, {""released"": 1})"
who starred in the film The Black Cat?,"db.movies.find({""title"": ""The Black Cat""}, {""cast"": 1})"
which person wrote Mayerling?,"db.movies.find({""title"": ""Mayerling""}, {""writers"": 1})"
what genre is the film One Week?,"db.movies.find({""title"": ""One Week""}, {""genres"": 1})"
"In the database, what is the usual rating given to Louis Malle's movies on average?","db.movies.aggregate([{""$match"": {""directors"":""Louis Malle""}}, {""$group"": { ""_id"":""null"", ""avgRating"": {""$avg"": ""$imdb.rating""}}}])"
Blacksmith Scene is a movie written by this person?,"db.movies.find({""title"": ""Blacksmith Scene""}, {""writers"": 1})"
When was the information about the movie Payment Deferred last updated?,"db.movies.find({ ""title"": ""Payment Deferred"" }, { ""lastupdated"": 1})"
what is David Copperfield imdb rating?,"db.movies.find({""title"": ""David Copperfield""}, {""imdb.rating"": 1})"
what is Hell's Hinges about in details?,"db.movies.find({""title"": ""Hell's Hinges""}, {""fullplot"": 1})"
What is the text representation of the awards won and nominations received by the movie It?,"db.movies.find({""title"": ""It""}, { ""awards.text"": 1})"
"Has the film Salomè won any awards? If so, which ones?","db.movies.find({""title"":""Salomè"",""awards.wins"": {""$gt"": 0}}, {""awards.text"": 1})"
What is the freshness score of the movie Tsirk on Rotten Tomatoes?,"db.movies.find({""title"": ""Tsirk""}, {""tomatoes.fresh"": 1})"
Can you provide a detailed summary of the movie A Corner in Wheat plot?,"db.movies.find({ ""title"": ""A Corner in Wheat"" }, { ""fullplot"": 1})"
who was the writer of the movie The Prisoner of Shark Island?,"db.movies.find({""title"": ""The Prisoner of Shark Island""}, {""writers"": 1})"
What is the imdbID and year of release for the movie with a title of 'Foolish Wives'?,"db.movies.find({""title"": ""Foolish Wives""}, {""imdb.id"": 1, ""year"": 1, ""_id"": 0})"
Could you tell me the main category of movies that David Fincher directs?,"db.movies.aggregate([ { ""$match"": { ""directors"": ""David Fincher"" } }, { ""$unwind"": ""$genres"" }, { ""$group"": { ""_id"": ""$genres"", ""count"": { ""$sum"": 1 } } }, { ""$sort"": { ""count"": -1 } }, { ""$limit"": 1 }])"
what is Le grand jeu description?,"db.movies.find({""title"": ""Le grand jeu""}, {""plot"": 1})"
In which countries was the movie The Divine Lady produced?,"db.movies.find({""title"":""The Divine Lady""}, {""countries"":1})"
How did the audience and critics receive the film Grass: A Nation's Battle for Life?,"db.movies.find({""title"":""Grass: A Nation's Battle for Life""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
Can you provide me with a list of Jean-Pierre Melville-directed movies with the highest ratings?,"db.movies.find({""directors"": 'Jean-Pierre Melville', ""imdb.rating"": {""$gt"": 8.5}})"
What is the production company behind the movie x?,"db.movies.find({""title"": ""Street Angel""}, { ""tomatoes.production"": 1})"
What is the consensus among critics about the movie Dames ?,"db.movies.find({""title"": ""Dames""}, {""tomatoes.consensus"": 1})"
the movie City Lights was directed by who?,"db.movies.find({""title"": ""City Lights""}, {""directors"": 1})"
"In movies directed by Alfred Hitchcock, which actor has the highest number of performances?","db.movies.aggregate([ { ""$match"": { ""directors"": ""Alfred Hitchcock"" } }, { ""$unwind"": ""$cast"" }, { ""$group"": { ""_id"": ""$cast"", ""count"": { ""$sum"": 1 } } }, { ""$sort"": { ""count"": -1 } }, { ""$limit"": 1 }])"
who produced the film Little Caesar?,"db.movies.find({""title"":""Little Caesar""}, {""tomatoes.production"":1})"
What is the rating of the movie Napoleon according to viewers on Rotten Tomatoes?,"db.movies.find({""title"": ""Napoleon""}, {""tomatoes.viewer.rating"": 1})"
How many reviews have been submitted by critics for the movie The Cameraman?,"db.movies.find({ ""title"": ""The Cameraman"" }, { ""tomatoes.critic.numReviews"": 1 })"
what is the movie The Robber Symphony description ?,"db.movies.find({""title"": ""The Robber Symphony""}, {""plot"": 1})"
what is the plot for Street Angel?,"db.movies.find({""title"": ""Street Angel""}, {""plot"": 1})"
who wrote the film Theodora Goes Wild?,"db.movies.find({""title"": ""Theodora Goes Wild""}, {""writers"": 1})"
